gene	phi
FAM84A	0.219693987
C19orf21	0.219666998
PCYT2	0.219586309
AKAP8	0.219578115
B4GALNT4	0.219568177
TNFSF13B	0.219485792
SLX1A	0.219469433
PLK4	0.219456625
OPRD1	0.219440709
DNASE1L2	0.2194356
ZNF518B	0.219364276
BAMBI	0.21917487
OR2AK2	0.219077172
THAP11	0.218816828
DUOXA2	0.218788479
SAC3D1	0.218639902
SLC5A1	0.218563051
C1QA	0.218380647
CMKLR1	0.21824739
LAMC2	0.218198871
OR7G3	0.218148258
CTSZ	0.218147587
DPH2	0.218131832
DHRS7C	0.217944748
OR2A2	0.217814938
SRD5A1	0.217759499
BAX	0.217616131
ATF4	0.217603505
MPST	0.217581893
YIPF2	0.217457601
CA13	0.217388628
TMEM189	0.217371383
SRPRB	0.217239259
ZBTB22	0.217122341
RWDD2A	0.217118019
KRTAP10-9	0.216937689
PCDHGC3	0.216882754
SNF8	0.216799003
TOR4A	0.216791954
PAQR5	0.216656771
RNF113B	0.216409936
IGLON5	0.216405611
ADH1A	0.216402308
VN1R1	0.216273632
RAB39A	0.215904749
TMEM209	0.215768009
CD200	0.21570319
P2RY13	0.215561629
ARMC9	0.215217366
SDC1	0.215149328
ASNA1	0.215017445
PPP1R2	0.21495534
RNF212	0.214760261
DKK1	0.214744996
KCNQ4	0.214701137
CERS1	0.214661325
GBP6	0.214633045
AGMAT	0.214594255
ZNF784	0.21453797
CALB2	0.214537846
MED6	0.214401139
RCE1	0.214293651
GLYATL2	0.214164261
NFAM1	0.214122603
NKX6-1	0.213833136
LAT	0.213770354
PITPNB	0.213736654
STXBP3	0.213680058
MYF6	0.213600316
JAZF1	0.213550461
OXNAD1	0.213370528
TRIP10	0.213339102
PRDX3	0.213241467
OGN	0.213117242
RP9	0.213027658
ADARB2	0.21300395
CRISP3	0.212982411
SCG2	0.212960965
STX4	0.212951567
HOXA9	0.212924703
AQP9	0.212875584
PRKAA2	0.212849247
EIF3I	0.212847761
SLC6A7	0.212808647
CD34	0.212775599
CD151	0.212687377
ANPEP	0.212650738
VASH1	0.212597227
FOXL2	0.212588518
BIN3	0.212531625
FBXO45	0.21250673
EXOC6B	0.212495382
HES1	0.212453121
MRPL4	0.212428089
PPP1R3B	0.212427756
C16orf86	0.212354921
TMEM165	0.21229255
PRSS37	0.21220289
VPS37B	0.212023569
APOE	0.211978821
KLK13	0.211830365
NUP54	0.211741372
STX12	0.211689474
DNAI1	0.211614824
SFRP1	0.211548819
PCGF2	0.211497802
OR2T5	0.211225982
CUTC	0.211145014
OR2W1	0.2111346
DCUN1D4	0.211083663
RAB23	0.211042711
MITD1	0.210858019
GGH	0.210850703
ESD	0.210771772
PIP5KL1	0.210745439
VSTM4	0.210694347
PRG2	0.21067481
C8orf86	0.210660673
OR1D5	0.210591607
FPR1	0.210571861
METTL6	0.210555346
GTSE1	0.210401728
CNNM3	0.210390498
TMEM205	0.210383499
KRT4	0.210264811
FITM2	0.21020188
ATP8A1	0.2100039
ATAD3A	0.209936779
BBS1	0.209926542
POLR3B	0.209788411
ACSM5	0.209671142
CEP55	0.209668583
TMEM41B	0.209640462
SPPL2C	0.20959612
BIRC7	0.209589479
LUM	0.209459417
RIMS3	0.20923152
STYX	0.209190298
CNN2	0.20908153
CNTNAP2	0.20900628
PHYHIP	0.208999684
TAS2R9	0.208980434
TREML1	0.208765825
OR4D6	0.208742142
OSGIN2	0.208715283
TINAG	0.208611049
ATG10	0.20859563
KLRB1	0.208577392
TMEM68	0.208540235
SLCO1B7	0.208531588
RRN3	0.208517261
ARHGAP22	0.208441124
RBM7	0.208395841
TAL1	0.208265655
GLP2R	0.208144327
C2CD4A	0.20814302
MFAP4	0.208092339
EIF2B1	0.207909509
OR5T2	0.207779872
SIX3	0.207762802
ZYX	0.207625175
BOLL	0.207621984
PSMB6	0.207500779
GADD45GIP1	0.207492259
IYD	0.207424263
CCDC103	0.207349211
SLBP	0.207338005
C11orf68	0.207253308
CDCA4	0.207179253
CELA3B	0.207127889
CIAPIN1	0.207060879
HEXIM2	0.206947449
GPX7	0.206928472
CCNL2	0.20674114
GET4	0.206606643
KLHL6	0.206544545
PAPD4	0.206373237
AQP2	0.206358103
AICDA	0.206330892
MAFB	0.206145607
CAST	0.206144034
ASRGL1	0.206122738
RPSA	0.206009431
FCGR2B	0.205984285
FCGR2A	0.205934072
STAR	0.20592087
FAM204A	0.205703219
MAPRE3	0.205692761
C17orf78	0.205553237
HOXB6	0.205409304
SCG5	0.205241473
LIMK1	0.204704791
HOXD4	0.204665841
NDFIP2	0.204554721
STARD4	0.204479448
ABCB10	0.20437258
RTBDN	0.204327627
ASB17	0.204267247
CDK5R1	0.204209148
FHL2	0.204156617
GNAS	0.204130465
TAS2R31	0.204045584
KLC2	0.20392334
GAD2	0.203871753
FAM78A	0.203755705
PITX3	0.203610458
RIMS4	0.203551034
EBI3	0.203482521
UBFD1	0.203284678
TMEM200B	0.203260251
PDXK	0.203246281
C2CD2	0.203230889
ANKRD45	0.203221875
TSTA3	0.203136915
SREBF1	0.20313319
RAB40C	0.20293035
MOSPD3	0.202810753
ZFP82	0.202781518
SCRT2	0.202444003
OR1L8	0.202249458
FOXL1	0.202225804
C2orf42	0.202159681
ATPAF2	0.202136893
TMC7	0.201990509
TMBIM6	0.201975165
C1QTNF4	0.201957504
PEX19	0.201926083
PAFAH1B3	0.201910581
PIAS3	0.20185671
HNMT	0.201794451
CD47	0.201661357
CEACAM3	0.201658899
HSD17B11	0.201482435
MGAT4A	0.201455273
MCM10	0.201395024
OR5B12	0.20135667
KPNA1	0.201271551
POU6F1	0.201156801
CPT2	0.201155987
OR5A2	0.201059742
CTTN	0.201007621
QPRT	0.200980217
OR51B4	0.200918424
USP39	0.200881519
PDLIM4	0.200863131
EYA4	0.200847103
OLAH	0.200843465
C19orf54	0.200793137
TMIGD2	0.200724519
NKX3-2	0.200683147
HOXA6	0.200676515
SIAH2	0.200645854
ASPA	0.200383872
TAF6L	0.200349348
PPTC7	0.200316227
MRPL10	0.200191175
OR10V1	0.200050204
ANKRD29	0.199929107
MC3R	0.199909134
LOH12CR1	0.199854599
CHMP5	0.199761005
TSPAN11	0.199752237
MYO5C	0.199652929
ST7L	0.199645997
C4BPB	0.199601785
DDX27	0.19951343
TNFRSF9	0.199495724
CALN1	0.199484876
NECAP1	0.199348979
CACNG7	0.199267336
PARM1	0.199253705
TIMM17A	0.199235276
DCBLD1	0.199218096
CELA2B	0.199090801
OR7A5	0.199084039
GUCY1B3	0.199064573
PPP1R3D	0.198936764
GULP1	0.198788489
MORC1	0.198749947
TMED7-TICAM2	0.198745237
SFTPA2	0.198703751
ADAT3	0.198693278
DENND1A	0.198673296
GATSL3	0.198519672
POLG2	0.198372332
VAPA	0.198288988
OR8J3	0.198286399
OR51B6	0.198199884
ALDH7A1	0.198093118
POLD1	0.197925569
MON1B	0.197833395
OR4C3	0.197758101
VGLL2	0.197675503
MRPL48	0.197650556
HOXC5	0.197592793
SDR16C5	0.19753172
OR2J2	0.197410977
EDEM3	0.197333764
SAMD12	0.197192017
RHOBTB3	0.1971563
ACAD9	0.197147483
OR6B2	0.197121766
OR4K17	0.197112894
EPHA2	0.196931976
PIGL	0.196798129
TBC1D26	0.196738719
MYOZ2	0.196639539
BCL7A	0.196569607
NIPSNAP3B	0.196542704
SLC25A10	0.196540143
HVCN1	0.196522551
OR10T2	0.196520474
UFC1	0.19645503
KLF2	0.196277075
EIF3K	0.196266524
PTF1A	0.196249966
PRKCDBP	0.1960651
KANK4	0.196056127
TRAFD1	0.196056034
KIR2DL4	0.195976339
CDON	0.195964374
OR4D10	0.195942765
OR5H2	0.195890569
REEP2	0.195874885
NOP2	0.195869391
FMO1	0.195720686
PRKRA	0.195700676
PRKAB1	0.19564711
C14orf39	0.195550008
LYPD6	0.195539202
OR2A12	0.195462563
DIO1	0.195442828
ZNF335	0.195329917
CCDC3	0.195271939
PTGDR2	0.195221175
TXK	0.195177043
PGAM1	0.19506934
NPNT	0.195054513
OR51M1	0.194823749
SLC50A1	0.194797983
MRGPRF	0.194665872
OR1S2	0.194641568
DNASE1L3	0.194510297
TMEM150A	0.194497847
CCDC90B	0.194281669
KLK9	0.194259668
EIF3J	0.194174976
ADAMTS3	0.194174605
OR9K2	0.194164254
DSCR3	0.194054182
KARS	0.19389544
NKX2-4	0.193876921
BCL7C	0.193802589
OR56A1	0.19379136
HSD17B1	0.193760431
LASP1	0.193712275
BRSK2	0.193460933
PDC	0.193404991
ZNF688	0.193288087
HIPK3	0.193084735
NMNAT1	0.193067786
METTL7B	0.192972324
IL10	0.192935474
HSD11B1L	0.192922612
KIAA1279	0.192879361
ZNF276	0.192841608
GCLM	0.192808262
FBXL8	0.192784844
RHOV	0.192687544
TM4SF1	0.192658448
C1orf131	0.192650577
ZNF346	0.192623461
LMAN1	0.192607035
TMEM110	0.192495614
PTBP3	0.192427843
MPP7	0.192396409
TRAPPC4	0.192300134
PQLC2	0.192263491
ANKRD7	0.192239174
CD74	0.192089792
ANXA7	0.191905028
MRPL50	0.191897893
VANGL2	0.191863356
COLEC10	0.19180844
C19orf59	0.191644876
MREG	0.191628618
CD80	0.191625826
JPH1	0.191612757
CBR3	0.191459955
ZNF22	0.191418325
NKIRAS2	0.191408246
SNRPN	0.191390051
TMEM40	0.191286427
HOXB4	0.191112259
ROGDI	0.191031525
HSPB2	0.191000285
EIF6	0.190942775
OR5J2	0.19094274
GSTM3	0.190920628
KRTAP10-2	0.19089496
ZNF619	0.190769051
WARS2	0.190722915
GART	0.19068045
DLGAP2	0.190671034
VASN	0.190616067
PUSL1	0.190561263
RAB15	0.190555007
OR1C1	0.190451383
ARL6IP1	0.190339527
SYNPR	0.190286604
TBC1D22B	0.190267532
ARL10	0.190057594
DNAJC3	0.19002896
FAM124B	0.189748143
NANP	0.18972889
RPA2	0.189666234
OSBPL3	0.189652672
WFDC8	0.189521767
SAPCD1	0.18951504
SNX10	0.189475663
GDF1	0.189465453
ANXA6	0.189358751
DOLPP1	0.189185693
H1FOO	0.18916515
OR2T29	0.189156878
TBX4	0.189148528
ALB	0.189046193
CLDN12	0.189044713
CAPSL	0.189024702
PPP1R21	0.188991899
TSPAN18	0.188944629
CHMP3	0.188840763
HMX2	0.188639247
ARL1	0.18861121
SURF4	0.188602429
OR7A17	0.188552177
FAM73B	0.188430462
OR14J1	0.188364374
RAET1E	0.188346838
COL5A3	0.188336215
ADCY7	0.188300102
TACO1	0.188258743
TMEM33	0.188224291
ZBTB47	0.18821012
RBM19	0.188182174
OR2AT4	0.187956506
EIF4E1B	0.187940565
TMEM136	0.187899175
NDST3	0.187876328
ZDHHC22	0.187822363
PNPO	0.187771231
SELV	0.187760192
ADTRP	0.187728707
WBSCR27	0.187724928
CD83	0.187460375
RPL14	0.187431973
ACVR1C	0.187413784
RDH14	0.187254454
KLF14	0.187241662
C5orf20	0.187228205
PPA1	0.187171099
OR5M1	0.187076657
C11orf73	0.187053755
FCER1A	0.187010455
ZNF774	0.186995958
ZFP28	0.186949482
APOBEC3C	0.186907792
SRCRB4D	0.186871727
RWDD3	0.186855502
AES	0.18679543
EAF1	0.18670865
EXOSC1	0.186421325
OR10X1	0.186161255
FBXL15	0.186025286
PDLIM5	0.186006534
CD6	0.185958695
OR9G1	0.185906023
ZNF195	0.185816264
ABCD4	0.185796335
OR10G9	0.185722883
FAM3D	0.185670779
OR4D11	0.185656488
OR13C9	0.185544708
HOXC9	0.185452838
NDUFS3	0.185425313
ODF3B	0.1853768
NXPH3	0.185295208
YIPF4	0.185294265
RNASE2	0.185282266
CDK5RAP3	0.185267208
FAM168A	0.185141795
TTC9B	0.185141086
OR8H2	0.185104463
ZNRF2	0.185011578
TMEM182	0.184989157
ABT1	0.184945781
ENKUR	0.184807011
SFR1	0.184748851
OR10C1	0.184718334
OR10H5	0.184691316
FEM1A	0.184608171
COLEC11	0.184505147
OR4K2	0.184484625
NQO2	0.184484495
RAB37	0.184422628
OR11A1	0.184355067
FAM129B	0.184256568
GPX3	0.184204621
FSTL4	0.184204205
MAFA	0.183955028
PGPEP1	0.183843464
SLC6A13	0.183832715
KHDC1	0.183825598
MYSM1	0.18378008
C17orf85	0.183751937
COMMD5	0.183749863
OR8B3	0.18365932
ZCRB1	0.183656582
SLC7A2	0.183579534
C4orf22	0.183509016
APOLD1	0.183486103
FGF21	0.183448414
ARL4D	0.183428141
PPP1R42	0.183422157
IER2	0.183421446
C16orf87	0.183314001
NAT8L	0.183310569
POLR2F	0.183204772
ADIPOQ	0.183075464
OR9I1	0.183053208
DAND5	0.182968292
OR8D2	0.182698766
OR4F17	0.182627809
PCMT1	0.182445564
UPK1A	0.182355218
HLA-DMB	0.182340512
STXBP6	0.18233343
DYRK1B	0.182265236
SYT3	0.18223808
ANO10	0.18220429
C8orf33	0.182191672
OR4F5	0.182146323
OR10K2	0.182125281
ZGLP1	0.181683263
GDAP2	0.181580537
C10orf107	0.18144353
MARCKS	0.181270286
ZMAT4	0.18126201
SNX4	0.18124157
VPS25	0.181031848
C19orf66	0.180881877
CCDC34	0.180862428
UNC45B	0.180854493
PTPLAD2	0.180819414
PRRT1	0.180774653
COMT	0.180730257
CHRNA4	0.180725164
OR10H3	0.180694595
OR8B2	0.180644661
OR14A16	0.18060202
LRRC10	0.180509123
TBR1	0.180488123
ERF	0.180465007
DLX6	0.180338975
SIX5	0.180282536
OR4F15	0.180264217
RASGRP2	0.180243016
TCEANC2	0.180229567
ACTR5	0.180175173
CCDC25	0.180083757
SNX24	0.179990454
FTMT	0.179983114
ANKRD39	0.179956107
NDUFAF4	0.1797936
CACYBP	0.17975518
MTHFS	0.179715433
PPP1R16A	0.179715099
ECHS1	0.17969218
RPL15	0.179663837
TRAT1	0.179512927
CLEC12A	0.17951093
CMBL	0.179422232
CD69	0.179398131
MOGS	0.179360967
VWC2	0.17932296
MIS12	0.179304617
EID2	0.179242827
PTPLA	0.179174284
RASL11A	0.179156728
PILRB	0.179150814
UQCRFS1	0.179121891
ANAPC11	0.178945145
CLDN25	0.178925479
LYSMD1	0.17890666
RAB6B	0.17889969
OR12D2	0.178873908
ULBP3	0.178870496
RNF207	0.178786708
RTP2	0.178770963
TTC9	0.178716504
RAB11FIP5	0.178650496
ZNF511	0.178629992
CXCL16	0.178572962
ERP29	0.178534283
CAPN7	0.178529161
GGA2	0.178480787
UGT3A1	0.178434135
KCTD21	0.178367987
GOSR2	0.178365752
LIME1	0.17834964
CMTM2	0.178289654
DONSON	0.178265957
RASGEF1B	0.178241251
APOBEC2	0.178202174
HPGD	0.178093573
SYNGR1	0.178023044
HMGCR	0.177986479
CTHRC1	0.177943641
ATP6V1E1	0.177925413
VKORC1L1	0.177864303
PYCR1	0.177832312
FBXL18	0.17780392
PRSS16	0.177783652
PIK3IP1	0.177766921
KLK7	0.177747411
CDCA5	0.177707537
RNF182	0.177670663
FNBP1L	0.177655767
CERKL	0.177643826
SLC22A16	0.177554147
KITLG	0.17750786
HUS1B	0.177487524
BDH2	0.177431268
PKLR	0.17719465
TNFRSF4	0.177080244
ARHGAP11B	0.177023146
ANGPTL2	0.176931371
VENTX	0.176869913
ADM	0.176865022
LRRC45	0.176732315
MOB2	0.176726719
ZNF416	0.176692285
SH3PXD2B	0.176547172
RAB3IP	0.176519418
BRI3BP	0.176491933
CA2	0.176371133
PABPN1L	0.176328432
HDHD2	0.176133245
FKBP15	0.176031464
KCTD17	0.175796062
MESDC2	0.175780206
DUSP23	0.175613151
KCNIP3	0.17554611
FARSA	0.175257651
ICT1	0.175220955
RAB11FIP4	0.175173533
C12orf5	0.175162763
KCTD2	0.175145463
WFDC3	0.175134978
SLC5A5	0.175092864
HPGDS	0.175024336
TMEM98	0.174996575
RCAN1	0.174943728
EXD2	0.174942463
SLA2	0.174784282
LMBR1	0.174732148
CSNK2B	0.174651346
PTRH1	0.174595009
ADAT2	0.174530243
ECHDC3	0.174457554
VAX2	0.17435236
IZUMO2	0.174244411
CER1	0.174206374
MSI2	0.174175408
WASF1	0.174160068
STMN1	0.174143195
RAB13	0.174081109
GSS	0.174070156
AK2	0.173928428
FSTL3	0.17378379
RASD1	0.17368749
NGF	0.17365018
PLA2G4E	0.173526816
UTP3	0.173481311
SPRYD4	0.173430425
PHF1	0.173401269
PTP4A2	0.173361009
SCAMP5	0.173352214
KRTAP11-1	0.173199536
FARSB	0.173108344
CD9	0.173060688
CENPT	0.173017832
SIKE1	0.173015234
EFTUD1	0.172968276
PPP2R5C	0.172929686
RNF125	0.172928534
TAGLN	0.172908668
CATSPER2	0.172813241
HIF3A	0.172756147
C19orf40	0.17268847
RAB10	0.172567422
C1QB	0.172563954
OOEP	0.172532217
CACNG6	0.172412686
NAT8	0.172364378
CDC27	0.172333443
TAF4	0.172310345
ATP5O	0.172212567
RHOQ	0.171969591
SPATA25	0.171956193
NRAS	0.17189591
MRPS18A	0.171880844
OVOL2	0.171754945
RIOK2	0.171731462
BLNK	0.171711141
PDE6C	0.171450298
LHFPL4	0.171435838
MXD4	0.171406509
PDX1	0.171405971
APRT	0.17140525
C16orf80	0.171377642
PTN	0.171252653
ANTXR1	0.171168797
C2orf49	0.17113691
SNRPB2	0.171111938
ILDR2	0.171087326
SAYSD1	0.170963548
ZNF444	0.170948237
RAB7L1	0.170932768
JAGN1	0.170702676
CMPK1	0.170656677
MBOAT2	0.170618763
SCMH1	0.170550814
THRA	0.170477368
MRPS24	0.170455406
CLCN6	0.170345505
TCF23	0.170332308
CLEC2D	0.170250314
PDCL3	0.170150673
CTNNBL1	0.169948554
BCAM	0.169918091
GAP43	0.169864414
KIAA0226	0.169832988
ODF3	0.169825655
MBD6	0.169628162
GATAD1	0.169565077
AQP1	0.169447164
KIFAP3	0.16936883
CRMP1	0.169328603
OTUB2	0.169309529
SPR	0.169201299
EDN3	0.16918858
TMEM8C	0.169099572
N4BP3	0.169063148
TPK1	0.16900034
RHBDD2	0.16897546
FLCN	0.168918069
RASSF3	0.16889995
HAGH	0.168838178
SLC5A8	0.168808697
SOX15	0.16874185
GSTM5	0.168679762
MSANTD1	0.168613565
AQP5	0.168576592
GSTP1	0.168477912
C1QTNF5	0.168420464
NUBP2	0.16841582
C10orf67	0.168314238
MOB3B	0.168275118
NSMCE2	0.168240443
FRAT2	0.16820953
FAM162B	0.168193862
NUP133	0.168157514
C1QL2	0.168144491
PMPCA	0.168105585
ENPP1	0.168024746
DPF2	0.167932731
LRRC31	0.167891987
NOL12	0.167770378
LRAT	0.167662566
ELN	0.167613478
C19orf52	0.167397898
CABP7	0.16726662
C5orf15	0.167192711
TRIM55	0.166999211
HEBP2	0.166973098
TOR2A	0.166971784
SLC17A8	0.166836663
ZBTB8OS	0.166737371
LYPD4	0.166728903
UNC119B	0.166704951
DNTT	0.166634535
MRPL51	0.166605023
GSTCD	0.166522478
CLRN3	0.166509856
ETAA1	0.166501535
CLDN19	0.166404937
FAM206A	0.166203173
KRTAP5-3	0.166181397
PCDHGA9	0.166140186
CD7	0.166045827
RNF180	0.166034214
ANAPC10	0.165989658
PIK3C2A	0.165964223
TMEM194A	0.165919724
PSMB7	0.16580734
RPE	0.165750112
EXOC6	0.165505486
KRTAP10-3	0.165479086
CD302	0.165443097
IQCF1	0.165325244
PMVK	0.165303924
TTC5	0.16529495
GTSF1	0.165261805
BCL2L10	0.165209905
RPAIN	0.165155095
SSR3	0.16510474
KIF1C	0.165096769
FIBIN	0.164975027
ANKRD9	0.164850972
KLK2	0.164824738
C15orf57	0.164817418
ANKLE2	0.164813708
TPD52	0.164782717
PDXP	0.164534099
SUSD3	0.164521261
MRPL14	0.164464562
CCDC65	0.164369577
TRIP11	0.164361461
FAM13C	0.164337708
NCBP2	0.164262233
GPR107	0.164227786
C11orf88	0.164151645
DIRAS2	0.164074675
NR4A1	0.164048915
ARFRP1	0.164020211
ZSWIM4	0.163869735
SNTB1	0.163775525
CD300LD	0.16377336
EDN2	0.163729443
SEPSECS	0.163646239
EFR3A	0.163608185
LMOD3	0.163543595
TMEM123	0.16341014
SLC17A6	0.163285106
N4BP2	0.163249408
RRAS	0.163064193
NEXN	0.163060847
ERMP1	0.162996113
ANGPT2	0.162993321
RD3	0.162963225
DCTPP1	0.162928512
IKZF2	0.162923182
PANK2	0.162772704
ISOC2	0.162672071
NMD3	0.162612941
SDC4	0.162546485
PDE1A	0.162504117
RBM38	0.162496474
RPP25	0.162431579
GJD3	0.162340831
BOD1	0.162333749
SYNGR2	0.162326999
CLEC4D	0.162315692
MTO1	0.162180328
ARF3	0.162154316
EFCAB11	0.162028437
CNTF	0.162013794
TM4SF5	0.161968686
C1QL1	0.161961325
KCNA5	0.161912239
DNAJC10	0.161908499
VSIG10	0.16190545
CRIP3	0.161698624
PVRL4	0.161654863
CLDN9	0.161531829
MAEL	0.161500308
CSRP3	0.161499672
CLIC4	0.16140304
IFNB1	0.16138201
PLD5	0.161224704
TAF5	0.1610704
RGS1	0.160980494
WNT2B	0.160965758
HESX1	0.160950248
THEM4	0.16093308
UBTD2	0.160927061
RPS20	0.160829915
CIB2	0.16082266
HAUS2	0.160726223
CPNE8	0.16066587
ASH2L	0.160568919
RGS19	0.160506793
SECISBP2	0.160404455
ENDOG	0.160344781
BPIFA2	0.160191245
C22orf42	0.160168221
POLR3G	0.160165389
GTF3C6	0.160129284
GSTO1	0.16003944
NLE1	0.160018266
REG4	0.159825104
ATP6V1G2	0.159781204
PHAX	0.159714357
TOP2A	0.159705622
RHOD	0.159632907
GRB7	0.159624355
RGS16	0.159584184
DTX1	0.159498443
FAM173A	0.159434616
IFNA8	0.159434322
DNAJB8	0.159418441
PRAME	0.159400045
NMB	0.159278876
PTRH2	0.159239442
RHOJ	0.159152632
GH1	0.15914117
AP1S1	0.159108559
RNF185	0.159077329
VCL	0.158992846
SLC15A4	0.158792677
MAN2A2	0.158763201
SLC22A4	0.158585319
WIPF2	0.15848252
DDX56	0.158444811
CIDEC	0.158416115
PDCL2	0.158412516
GPX5	0.158399832
HSPB8	0.158363127
LGALS14	0.158341816
RCBTB1	0.15821372
HPCA	0.158157509
MRAP	0.158051007
TSPAN16	0.158047047
TGFBR2	0.157996622
GPSM3	0.157996564
SIGMAR1	0.157924094
PLD6	0.157893551
GALNT12	0.157865321
MFAP2	0.157840142
GLTP	0.157769339
RWDD4	0.157762042
UBE2S	0.157751461
AANAT	0.157736196
CCNA1	0.157692571
RNASE9	0.157559977
ZNF581	0.157502171
NICN1	0.157280674
TIGD3	0.157261507
NDUFA12	0.15719704
SUOX	0.157186764
HYAL2	0.157166867
SNAPIN	0.157110491
LMO2	0.157028168
SENP8	0.156994428
RRAS2	0.156993411
HSF5	0.156976714
RPP21	0.156961628
C1QL4	0.156898354
RBP5	0.156872347
EPC2	0.156854587
ALKBH7	0.156703554
C10orf62	0.156643165
STARD3	0.156598449
C10orf95	0.156594261
ADM2	0.156587018
NCR3	0.156556915
CSTL1	0.156390536
UBB	0.156364437
CSH1	0.156323294
SOX21	0.156321433
TMEM181	0.156296266
SPTLC3	0.156272979
C1orf192	0.156200176
CHMP1B	0.156184309
CEBPD	0.156179208
EXOSC5	0.156152382
C11orf80	0.156101575
CSF3	0.156025057
MED31	0.155980691
RCBTB2	0.155930337
MGARP	0.15587188
IGLL1	0.155717936
CDX1	0.155647928
PTRHD1	0.155605075
CD247	0.155462193
ZNRF1	0.155391299
REEP6	0.155356898
NDUFS4	0.155312336
SAP18	0.155280769
IL26	0.155206834
CPT1C	0.155157748
CBLN1	0.155119854
MAPK4	0.155092014
CFD	0.155040919
C10orf2	0.154909045
COMMD10	0.154846986
SENP7	0.154772712
FAM177A1	0.154623829
FXR2	0.154574818
ZC3HAV1	0.154572304
BARX1	0.154437045
IL17C	0.154385943
NUDT14	0.154305202
TOX3	0.154277175
C22orf28	0.154274462
SYNGR3	0.154215111
DTYMK	0.154205314
KLRG1	0.154173517
PDF	0.154172438
EFHD2	0.154145914
ZNF160	0.15410835
ARHGAP10	0.1539752
IL37	0.153893231
PARD3B	0.153853223
MMAA	0.153822199
MED21	0.153786957
CDNF	0.153703935
IL11	0.15364028
ARL6	0.153291964
TEX30	0.153197147
SYNPO2L	0.153143369
FAM110D	0.153117138
BCAR3	0.153022706
TPD52L1	0.152980416
SEC11C	0.152970093
SELT	0.152933672
TAF11	0.152883602
TTI2	0.152822959
IFIT5	0.152737554
METTL21B	0.152643136
PRND	0.152600598
C8orf37	0.152579821
RHEBL1	0.152542723
CIB3	0.152500845
IQCJ	0.152459722
EEF1E1	0.152356335
CREG1	0.152356071
PTGER4	0.152303255
C2orf68	0.152302566
CLDN20	0.152300418
PDILT	0.152285073
DUSP19	0.152274736
AK1	0.152234329
AP4S1	0.152183251
PLLP	0.152169396
PRRG2	0.152152766
HDGFL1	0.1520688
C9orf163	0.152066843
ZNF165	0.152061576
PTPMT1	0.152054514
HAND1	0.152035311
AKT1S1	0.152023108
POGLUT1	0.151957224
GPX8	0.151950773
RNF5	0.151841928
ADI1	0.151822094
GMFG	0.151800295
CHCHD2	0.151789935
ARID3B	0.1517879
C6orf120	0.151654954
ACCSL	0.151634667
GSTM1	0.151461127
MED20	0.151395366
SLC22A3	0.151392874
TMEM190	0.151224727
SLC19A1	0.151183581
PMF1	0.151078742
TMEM126A	0.151045745
CEP57L1	0.151039774
FAM218A	0.151002989
OCLN	0.150967896
NADKD1	0.15094762
RASSF9	0.150875758
BTBD1	0.150742603
IL31	0.150645109
ZBTB8A	0.150642401
SAT2	0.150563812
DUOXA1	0.150503746
ERLEC1	0.150440552
NTPCR	0.150410783
C9orf40	0.150294083
RNF152	0.150220917
CYP4V2	0.150197781
PRAP1	0.150180226
CEP250	0.149990622
SP140	0.149944407
SOSTDC1	0.149937484
OLFM3	0.149872825
SESN1	0.149864335
CCDC85A	0.149859199
POTEG	0.149831706
C20orf24	0.149758821
HECTD3	0.149745085
ARHGEF19	0.149742397
PPP1R14D	0.149658304
KCNK10	0.149650544
ZWILCH	0.14963839
BMP5	0.149377984
SLC31A1	0.14923156
SLC17A3	0.149220964
FAM219B	0.14919763
TPRN	0.149147853
PPP1R14C	0.149144311
CAV2	0.149125898
ACOT6	0.149122778
DCTN6	0.149094711
TDRKH	0.149040863
CMTM6	0.149035088
GEMIN6	0.148975381
FGD4	0.148721296
GPR97	0.148688629
ZNF624	0.148591427
DOCK5	0.148573324
MOB4	0.148534484
MESP1	0.148491603
BST2	0.148403706
MSRB3	0.148373602
C12orf68	0.148371276
TMEM125	0.148300406
POC1B	0.148267067
EXOSC6	0.148232001
MNF1	0.148092232
C16orf45	0.148074692
PLA2G2D	0.148067225
C9orf129	0.147970886
TMEM147	0.14794547
SIT1	0.147869492
MRPS28	0.147702585
HEBP1	0.147687714
NMU	0.147409012
PQLC3	0.14737795
CMTM4	0.147374716
IFNA4	0.147312431
ORMDL2	0.147293697
GATS	0.147273945
ITIH4	0.147260036
EID1	0.147205715
C20orf201	0.147170853
PCP2	0.147097721
ZSWIM7	0.14703114
C5orf38	0.146992195
MTMR12	0.146968162
TMEM242	0.146920907
GPR89B	0.146916615
AAED1	0.14682642
CASP10	0.146808561
SPATA12	0.146740111
SHE	0.146710489
N6AMT1	0.1466452
TXNDC12	0.146596451
SDF2L1	0.146585606
ZNF808	0.146410151
LZIC	0.14610085
GKN1	0.146064565
ZNF436	0.146016016
BRDT	0.146011038
C19orf80	0.145989508
IL36B	0.145972538
LETM2	0.145925286
CCDC124	0.1458362
TRPC3	0.145798282
PCDHGA3	0.145696234
NARFL	0.145636482
CPLX3	0.145484186
DENND2D	0.145355575
UBL3	0.14534576
TMEM17	0.145257465
AURKAIP1	0.145240692
NKAIN1	0.145167637
C15orf41	0.145119733
CST9	0.14511972
TPGS1	0.145073817
KRTAP5-8	0.145068791
