gene	s_het
OR2AE1	0.0139744
COL6A3	0.0139738
ZMYM6	0.0139633
PRAME	0.0139631
HIST1H1A	0.0139622
SLC6A9	0.0139557
C1orf146	0.0139502
CCNA1	0.0139447
ACTA1	0.0139443
ZNF623	0.0139396
ACTR6	0.0139354
RAB11FIP1	0.0139306
MYBPC3	0.0139303
C14orf39	0.0139291
DTX2	0.0139237
TBCC	0.0139103
ERO1LB	0.0139101
DEPDC1B	0.0139092
RBMS2	0.0139087
CENPN	0.0139069
ARHGAP12	0.013905
UTP23	0.0138997
ZNF25	0.0138948
SEMA4G	0.0138945
SLC35B1	0.0138944
OR1S1	0.0138919
SYCP2L	0.0138901
ADM5	0.0138892
RBFA	0.0138866
GALK1	0.0138822
ZDHHC2	0.0138716
HORMAD1	0.013871
TBCCD1	0.0138673
LARS2	0.0138665
GHR	0.0138608
TTI1	0.0138608
SPATA31D1	0.0138596
FXYD2	0.0138587
METTL5	0.0138579
PTRH1	0.0138538
PHLDB2	0.0138505
SPEF1	0.0138424
R3HCC1L	0.0138411
OR52E8	0.0138374
TTC32	0.0138346
MLYCD	0.0138331
MORN4	0.0138298
ALDH4A1	0.0138143
TCAP	0.0138142
ZNF416	0.0138089
ZNRF4	0.0138076
ATP6V1G2	0.0138052
TREX1	0.0138043
NEK1	0.0138017
SCARF1	0.0138011
GHITM	0.013791
LCE1B	0.0137898
SEPT3	0.0137895
PDE9A	0.0137831
AKAP9	0.013782
ZNF143	0.0137746
ACSBG1	0.0137735
PIGO	0.0137709
MAGEB2	0.0137702
REG4	0.0137663
ZNF581	0.0137633
KLHL17	0.0137621
APOM	0.0137593
RCN1	0.0137574
RNF14	0.0137549
PDPN	0.013748
MAP6D1	0.0137419
PSPH	0.0137384
CRYBA1	0.0137263
B4GALNT3	0.013726
PTPLA	0.0137256
MIEF1	0.013723
N4BP2	0.0137178
LRCH1	0.0137177
CLUAP1	0.0137163
RCCD1	0.0137163
LRRC57	0.0137161
NAT9	0.0137113
RRBP1	0.0137109
NARS	0.0137027
OGFRL1	0.0136961
CLIP4	0.0136955
DFNB31	0.0136881
GSG2	0.0136828
ADAMTS13	0.0136752
ABCB9	0.0136695
BVES	0.0136658
SLC2A6	0.013659
SPDYC	0.0136522
PKLR	0.0136501
MRPL2	0.0136441
HRASLS2	0.0136431
C7orf50	0.0136421
NSMCE4A	0.0136376
NARG2	0.0136328
PLEKHG2	0.013631
GPN2	0.0136308
PRLHR	0.0136308
BUB1	0.0136229
CA4	0.0136228
ALDH16A1	0.0136222
EAF1	0.0136165
ETFB	0.0136143
CHGB	0.0136142
PRR3	0.0136082
MRPS18B	0.0136082
NAGA	0.0136055
DNA2	0.0136051
SLC12A1	0.0136022
ASB4	0.0136022
FAM181A	0.0136013
PHB2	0.0136002
IPO4	0.0135974
IRX1	0.0135968
BOD1	0.0135912
TRAFD1	0.0135883
SLC39A4	0.0135843
LIG3	0.0135785
MFAP5	0.0135743
TRAPPC9	0.0135723
NMD3	0.013566
IL4	0.0135628
TMEM215	0.0135625
DYNC1I2	0.0135606
DCSTAMP	0.0135581
RP11-315D16.2	0.0135567
NELL1	0.0135356
PTS	0.0135355
MROH9	0.013531
PCDHGA11	0.0135288
C17orf49	0.0135244
RPUSD2	0.0135236
ORC1	0.0135232
KLHL20	0.013523
ZC3HC1	0.013519
DDX31	0.0135153
KRT5	0.0135113
RNF217	0.0134998
ODF1	0.0134993
GSTO1	0.0134976
GNAT2	0.0134957
PLOD1	0.0134926
WHAMM	0.0134925
CCDC23	0.01349
MS4A8	0.0134758
SLC24A4	0.0134746
TBCK	0.0134744
KIAA1328	0.0134735
CHODL	0.0134696
NFAM1	0.0134673
HHIPL1	0.0134663
PCED1A	0.0134537
PLCXD3	0.013444
PDP2	0.0134384
RTP1	0.013433
SLC43A1	0.0134248
CEBPE	0.013424
ADAM30	0.0134233
PDE5A	0.0134158
LPL	0.0134137
ENAM	0.0134116
GCHFR	0.0134107
C10orf11	0.013407
SHROOM1	0.0134061
HSD17B12	0.0134005
ENTPD5	0.0133981
STAC3	0.0133893
PPP1R14C	0.0133812
NDUFAF3	0.0133742
PPCS	0.0133733
OXLD1	0.0133721
CCDC174	0.0133703
VSIG10	0.0133665
DLGAP5	0.0133654
XAGE3	0.013364
FAM8A1	0.0133635
ELOVL3	0.0133538
MAGOHB	0.0133535
ZNF831	0.0133514
AFG3L2	0.0133511
SMAGP	0.0133456
SLC35A4	0.0133401
SEC23A	0.0133265
PUS3	0.013316
CDK9	0.0133072
C10orf99	0.0133061
GPR98	0.0132993
ZNF488	0.0132905
TRIM35	0.0132834
ZYX	0.0132751
TMEM87A	0.0132737
CD8A	0.013268
SNX24	0.013259
RNF5	0.0132573
PLEKHH3	0.0132567
ADRBK2	0.0132564
ENPP6	0.0132524
TF	0.0132497
DLX4	0.0132459
FAM221B	0.0132274
TSR3	0.0132205
KLHL7	0.0132177
C5orf55	0.0132157
CSF2RA	0.0132153
TOR1AIP2	0.0132114
METTL18	0.0132071
CLMN	0.0132037
DDB2	0.0132013
SLC12A4	0.0131989
TTC14	0.0131948
CYP7A1	0.01319
NUDT16L1	0.0131865
A2M	0.0131856
ZXDA	0.0131827
LLGL2	0.0131816
DSEL	0.0131792
GLE1	0.0131782
ARRDC1	0.0131754
RNF157	0.0131751
SLC1A1	0.0131637
IL12B	0.0131569
COA6	0.0131562
CAB39L	0.0131549
STRA6	0.013153
IFT172	0.0131523
OCIAD1	0.013145
HARBI1	0.0131446
LRRC32	0.0131393
OLFM3	0.0131347
FAM216A	0.0131246
WBSCR22	0.0131198
LAMB2	0.0131185
SIMC1	0.0130989
KLC4	0.0130981
PIK3IP1	0.0130946
CHRM5	0.0130879
BBS7	0.013083
AGPAT5	0.013083
RAB38	0.0130823
SMYD1	0.0130814
ECSIT	0.0130708
TMX4	0.0130673
DPM2	0.0130656
ARL15	0.0130567
THBS3	0.0130524
PRDM15	0.0130515
MED27	0.0130507
PCCB	0.013047
DDX54	0.0130424
CERS3	0.0130389
DTNBP1	0.0130348
LIPA	0.01303
CDC42EP2	0.0130294
CCDC142	0.013024
DNTTIP2	0.0130217
OR4K14	0.0130182
MON1A	0.0130145
ART5	0.0130109
TBC1D7	0.0130048
BIN2	0.0130041
ZNF286A	0.0130023
PDE4C	0.0130022
APOBEC4	0.0130004
EDIL3	0.0129949
HIST2H2BF	0.0129929
SPEM1	0.0129861
DHCR24	0.0129851
NEU1	0.0129826
TTC7A	0.0129802
KIAA0895L	0.0129798
RALGAPA2	0.0129789
GALNS	0.0129778
HAUS8	0.0129769
ZNF230	0.0129749
PCMTD2	0.01297
MYOT	0.0129674
EXT2	0.0129588
RAD17	0.0129553
MYO1D	0.0129489
ZNF259	0.0129452
TMEM5	0.0129442
WDFY1	0.012943
PTPRB	0.0129414
SHMT2	0.0129404
MORN5	0.012939
EVC	0.0129243
MOGS	0.0129236
RPAP2	0.012923
HIST1H3H	0.0129199
KLHL6	0.0129186
PROCR	0.0129184
LPAR1	0.0129149
NASP	0.0129104
RAD9A	0.0129016
MRPL14	0.0128997
YIPF2	0.0128913
RNF152	0.0128874
OR51B2	0.0128869
IFNA4	0.0128835
APOF	0.012882
PEX10	0.0128798
FARS2	0.0128617
MEP1A	0.0128607
TUT1	0.0128582
GAST	0.0128566
LIN7C	0.0128543
PLXDC1	0.0128538
METTL21B	0.0128495
OR4C12	0.0128489
HOXD1	0.0128417
DNAJB8	0.0128412
LRRC56	0.0128279
PLAU	0.0128276
SYT5	0.0128269
RRP15	0.0128234
GUCA1A	0.0128147
FAM149A	0.0128076
HHAT	0.0128066
APOC1	0.0128024
ZNF583	0.0128006
GLI1	0.0128005
ZNF232	0.0127998
CD300LG	0.0127986
ABHD5	0.0127956
QRSL1	0.0127953
IK	0.0127896
PAQR6	0.0127894
STYXL1	0.0127875
ZNF165	0.0127861
GMCL1	0.0127779
ABCB11	0.0127765
ATG12	0.012771
C2orf62	0.0127676
LRRC16B	0.0127672
IFNAR2	0.0127634
MRPS5	0.0127609
SNX29	0.0127599
GFM1	0.0127535
ADAM19	0.0127509
ADAM22	0.0127504
CENPA	0.0127492
ZMAT4	0.0127467
ITGAX	0.0127451
CYP19A1	0.0127447
G6PC3	0.0127413
NDUFS4	0.0127405
ANKRD54	0.0127337
RNASET2	0.0127281
MLPH	0.0127226
EXOC2	0.0127198
DOK7	0.0127128
QARS	0.0127083
BNIP2	0.0127066
GEMIN7	0.0127022
DDC	0.0127
THY1	0.0126991
DSG2	0.0126989
RUNDC1	0.0126957
MTRR	0.0126943
LOXL3	0.0126934
ASPH	0.0126919
NDUFA11	0.0126869
MPP7	0.012684
ZNF317	0.0126814
CYP26A1	0.012676
APP	0.0126734
TECPR1	0.0126691
RAB34	0.0126647
SLC16A12	0.0126635
MFSD8	0.0126626
CCDC102A	0.0126621
CP	0.012658
CTB-186H2.3	0.0126567
ARSK	0.0126544
LGI3	0.0126544
CD53	0.0126537
RAC1	0.0126518
C8orf37	0.0126455
CCNB2	0.0126452
ATRIP	0.0126442
LAMA4	0.0126436
COL6A2	0.0126368
PUS1	0.012633
PPP1R1A	0.0126304
EXOSC7	0.0126294
OR5M1	0.0126282
TAP2	0.0126255
IFT122	0.0126117
FAM3C	0.0126071
PCGF6	0.0126026
KRTAP19-4	0.0125944
C11orf45	0.0125922
HSPB8	0.0125906
TBC1D8	0.012589
OR2AT4	0.0125859
TPGS2	0.0125795
MAD2L1BP	0.0125762
GCDH	0.0125762
GFAP	0.0125758
C6orf106	0.0125753
FAM71B	0.0125717
JPH2	0.0125689
CHPT1	0.0125651
LDLRAD3	0.0125612
TUB	0.0125597
PTCD3	0.0125489
VIPAS39	0.0125482
SH2D2A	0.0125406
PDE1C	0.0125402
SC5D	0.0125328
RHOBTB3	0.012532
CHP2	0.0125315
OSGIN1	0.0125306
USP16	0.012525
UGT1A8	0.0125167
CLIC1	0.012516
TUBB6	0.012514
NDUFA10	0.0125121
MSRB3	0.0125109
ANKRD55	0.0125025
SAMD13	0.0124995
RPL7L1	0.0124979
NUP88	0.0124963
KRTAP5-4	0.0124954
ABCF3	0.012485
MVB12A	0.0124807
GNPNAT1	0.01248
RARS2	0.0124794
CYP27B1	0.0124745
CPNE8	0.0124731
FABP1	0.0124672
MRPS24	0.0124643
PPP1R3A	0.0124643
PIBF1	0.0124605
SHISA3	0.0124531
AFAP1L2	0.012448
SYNC	0.0124255
TECTA	0.0124177
CCDC104	0.0124165
ARHGEF28	0.0124158
IL5	0.0124076
NOSIP	0.0124074
FAAH	0.0124031
FAM76A	0.012398
TADA2A	0.0123949
OR51V1	0.0123939
CPSF2	0.0123895
WDFY2	0.0123884
ZNF350	0.0123854
THSD1	0.0123815
ZSCAN29	0.0123769
TXNRD1	0.0123768
SLC39A11	0.0123759
OSGEP	0.0123746
HOXB1	0.012365
MLNR	0.0123649
ASS1	0.0123627
LMLN	0.0123572
GSTA4	0.0123441
ACBD5	0.0123406
PLEKHA3	0.0123395
SYNDIG1L	0.0123389
GLI4	0.0123367
ANO3	0.0123343
GPATCH2	0.0123323
KIN	0.0123292
RAI1	0.0123283
COLEC10	0.0123188
MYF5	0.0123151
C15orf60	0.0123102
TRIP11	0.0123089
COL5A3	0.0122972
FAM219B	0.0122893
SMIM15	0.0122829
EIF2AK1	0.0122819
PKN3	0.0122753
POLE2	0.0122738
MRPS6	0.012265
OSBP2	0.0122646
FAM122C	0.0122593
TRMT10C	0.0122414
FGF3	0.0122366
ARMC10	0.012235
IL27RA	0.0122348
MED16	0.0122345
LCE2C	0.0122336
FAM83F	0.012231
TAP1	0.0122298
EIF2D	0.012225
CD83	0.0122186
AP3M2	0.0122171
CACNG5	0.0122151
ANAPC10	0.0122114
MYCBPAP	0.012211
ALDH3B1	0.0122099
SLC37A4	0.0122096
TBC1D1	0.0122041
TTLL5	0.0121953
NKAIN4	0.0121921
GALT	0.0121894
SERPINF1	0.0121865
SFTPC	0.0121792
LGALS2	0.0121788
RAB28	0.012177
PCDHA1	0.0121741
CLIC6	0.0121692
SDR9C7	0.0121669
ATG10	0.0121654
SGCZ	0.0121644
PEPD	0.012162
PRKD1	0.0121576
PIP5K1A	0.012156
SPTLC1	0.0121557
QSOX2	0.0121555
TUBE1	0.012149
IL17RE	0.0121412
NUSAP1	0.012141
ANLN	0.0121399
WTIP	0.0121341
AP1S3	0.0121306
RNF138	0.0121297
OR51B4	0.0121221
ANKRD6	0.0121066
TIAF1	0.0121063
NEUROG1	0.0121061
HGSNAT	0.012104
CCDC109B	0.0120974
LCA5L	0.0120967
MAMSTR	0.0120962
CUL7	0.0120871
RAB3D	0.012084
ZP2	0.012084
MRPL55	0.0120769
APAF1	0.0120763
RGP1	0.0120735
PCED1B	0.0120659
OR52B6	0.0120642
GZMH	0.0120638
CIITA	0.0120628
KITLG	0.0120611
PCP4	0.012059
SLC39A12	0.0120586
DDI1	0.0120366
DPT	0.0120238
SCRG1	0.0120237
MYH2	0.0120187
LRCH4	0.0120144
GCG	0.0120137
ERBB3	0.0120083
PTX3	0.0120034
AMT	0.012
TMEM59L	0.0119968
SLC4A11	0.0119953
MRPL39	0.0119935
LYSMD1	0.0119919
CCDC59	0.0119916
ZDHHC1	0.011987
DSC1	0.0119835
GALNT7	0.0119808
ZNF74	0.0119679
CAPN1	0.0119672
STRIP2	0.0119646
AMHR2	0.0119643
DPPA5	0.0119618
FAM24B	0.0119542
MCMDC2	0.0119432
TDRD9	0.0119421
TARS	0.0119409
PRH1	0.0119345
FAM102B	0.0119336
CRTAC1	0.0119323
ARHGAP27	0.0119298
IFT80	0.0119274
C20orf195	0.0119241
PSTK	0.0119162
OGDHL	0.0119132
DGKE	0.0119103
THSD4	0.011908
ARG2	0.0119064
BBS9	0.0119034
BTBD17	0.011902
S100A12	0.0118857
PARL	0.0118804
CHGA	0.0118801
SPRY3	0.0118782
GLB1	0.0118769
ATP4A	0.0118767
WBP1	0.0118764
YIF1B	0.0118759
MAD2L2	0.0118743
KDM8	0.0118708
G6PC	0.011867
METTL15	0.0118657
TNFAIP8	0.0118581
SLC9B2	0.0118533
BCAS2	0.0118494
LAYN	0.0118437
LOXL2	0.0118408
ZCRB1	0.0118354
GTSE1	0.0118338
CNPPD1	0.0118309
CXorf66	0.0118256
GRB7	0.0118154
MRVI1	0.0118148
TTPA	0.0118106
SMAD9	0.0118098
LAPTM4B	0.011808
MS4A15	0.0118078
ZSWIM3	0.0118037
ZNF385B	0.0118003
RNH1	0.0118
IL13RA2	0.011799
TPM2	0.011798
SLITRK6	0.0117961
SH3PXD2A	0.0117941
OR5F1	0.0117937
INPP5D	0.0117936
SHD	0.0117915
RTCA	0.0117891
HEXB	0.0117885
VWF	0.0117821
TUBGCP5	0.0117815
COQ10A	0.011781
RNF149	0.0117803
UBL4B	0.0117797
QTRT1	0.0117791
POLR3B	0.0117779
GMPPA	0.0117752
PLEKHG3	0.0117726
SMYD3	0.0117716
ORAOV1	0.0117698
CLN3	0.0117685
SCN2B	0.011768
LRRC52	0.0117648
ZKSCAN8	0.0117633
HOXB2	0.0117577
NUB1	0.0117569
BACE1	0.0117505
VPS37C	0.0117479
APOL6	0.011746
OAT	0.0117424
SYPL2	0.0117379
ERCC4	0.011732
OMP	0.0117243
PRSS16	0.0117182
ASAP3	0.0117167
REG1A	0.0117117
ADAMTS18	0.0117093
CXCL16	0.0117088
MIA2	0.0117087
C5	0.0117085
HEATR5B	0.0117051
FAM83B	0.0117045
KRT222	0.0117045
RNF135	0.0117034
SLC17A8	0.0117015
RNF7	0.0117
SLC6A7	0.0116987
PI4K2B	0.0116986
IMP4	0.0116929
CHRNA4	0.0116916
TRMT2A	0.01169
RAD51AP1	0.011687
PTK7	0.0116854
MIS18BP1	0.0116848
LRRC28	0.0116823
ATPAF2	0.0116795
PI15	0.0116793
NXF3	0.0116764
ZNF683	0.0116762
RIC8A	0.0116752
SHKBP1	0.0116729
C2orf61	0.0116657
SHC4	0.0116648
HIP1R	0.0116636
ZFYVE27	0.0116607
RFC4	0.0116571
ANKRD45	0.0116559
LGI2	0.0116515
C8orf59	0.0116507
SCNN1A	0.011646
FASTKD2	0.011646
ABCD2	0.0116381
NFKBIE	0.0116283
LGMN	0.0116267
AHCYL2	0.011625
TMEM41A	0.0116181
GABRP	0.0116181
SEPHS2	0.0116145
SCFD2	0.011612
PTPN18	0.0116071
ZNF558	0.0116058
ZNF260	0.0115961
NOL12	0.0115957
CASC10	0.0115908
SIGLEC8	0.0115898
CDX4	0.0115889
WDR6	0.0115876
TSPAN15	0.0115853
CD99L2	0.0115748
SLC25A38	0.0115723
FLVCR1	0.0115722
C17orf74	0.0115706
CAPN3	0.0115682
SLC35B3	0.0115666
CCNO	0.0115651
SWI5	0.0115644
CPSF3	0.0115598
ME3	0.0115586
PDCD2L	0.0115583
IDI1	0.0115527
TAS2R5	0.0115516
ASB8	0.0115416
DNAL4	0.0115395
ARHGAP24	0.011537
MBIP	0.0115341
RBM11	0.0115325
B3GNT3	0.0115317
AASS	0.0115282
COX6A1P2	0.0115269
POLR3H	0.0115264
MGST3	0.0115238
OR14A16	0.0115232
PPIL4	0.0115217
NCF2	0.0115203
AQP5	0.0115201
FUZ	0.0115201
HMCES	0.0115114
SLC43A3	0.0115062
HSPB11	0.0115055
DPH7	0.0114954
POLR3GL	0.0114948
PAG1	0.0114929
XKRX	0.0114882
OR4N2	0.011485
HMGN3	0.0114813
RAB3IL1	0.0114804
LIM2	0.0114789
IGFLR1	0.0114765
TCAIM	0.0114759
PIP4K2C	0.0114754
S100B	0.0114752
HR	0.0114725
ADH1B	0.0114696
CTC1	0.0114692
PACRG	0.0114681
LYPLA1	0.0114671
HOXD11	0.0114669
ID1	0.0114657
RBM28	0.0114609
OR2M3	0.0114591
MZT2A	0.0114589
LAMTOR5	0.0114573
C3orf70	0.0114562
CHRNA9	0.0114555
ALDH1B1	0.0114545
MYH3	0.0114523
SEC23IP	0.011452
PAIP2B	0.0114513
YBX3	0.0114511
MGAT4C	0.0114496
GSTM3	0.0114481
TMEM2	0.0114479
MPV17L	0.0114387
OR1I1	0.0114385
HMGCL	0.0114368
NKAPL	0.0114331
SMAD6	0.0114318
APOBEC3F	0.0114288
METTL6	0.0114276
POGLUT1	0.0114269
DDX60	0.0114239
SPTSSB	0.0114162
THEMIS2	0.0114113
RFTN2	0.0114092
ATF6B	0.0114089
GUCY1A3	0.0114051
DEFB121	0.0114043
APOE	0.0114028
SYNGR2	0.0113975
NEK8	0.0113932
OFD1	0.0113863
CALB2	0.0113855
SGCB	0.0113822
CDC20	0.011382
DUXA	0.0113778
DIEXF	0.0113777
TMEM14A	0.0113742
DAGLB	0.0113647
PSMG1	0.011363
ZNF75A	0.0113562
UMPS	0.0113548
PIGZ	0.0113437
MOAP1	0.0113427
THTPA	0.0113403
CAND2	0.0113348
TCERG1L	0.0113347
C6orf201	0.0113326
BMPER	0.0113322
C16orf80	0.0113316
SORD	0.0113316
SSSCA1	0.0113315
NRL	0.0113267
PM20D2	0.0113265
GNGT1	0.011326
VPS8	0.0113258
NME1	0.0113195
SCIMP	0.0113191
S100A7A	0.0113153
MLC1	0.0113123
DNAAF2	0.0113121
N4BP2L2	0.0113062
PIWIL1	0.0113047
MYRIP	0.0113025
DNPEP	0.0112976
DRAM2	0.0112972
TCTE3	0.0112943
C10orf88	0.0112912
IARS	0.0112892
B9D2	0.0112889
VPS51	0.0112844
GPR153	0.0112828
TSEN2	0.0112827
TMEM241	0.011279
OSGEPL1	0.0112779
C10orf107	0.0112775
SNX19	0.0112766
CTNS	0.0112762
KIAA1841	0.0112745
CHAD	0.0112737
KIAA1147	0.0112706
C2	0.0112676
KIFC3	0.0112581
ZNF540	0.0112567
PCYOX1L	0.0112564
CAPN10	0.011242
FGL2	0.0112381
C1orf56	0.0112373
MPHOSPH6	0.0112355
EFNA4	0.0112345
TCTN2	0.0112343
ZNF823	0.0112342
ADAMTS14	0.0112316
ACKR2	0.0112289
TNFRSF17	0.0112277
ZNF501	0.0112275
ZNF561	0.0112275
DCP1B	0.0112264
SLC25A16	0.0112263
ABCF1	0.011224
TRHR	0.0112213
MTHFR	0.0112204
ATP10D	0.0112186
CDH3	0.0112181
ZNF37A	0.0112167
RCBTB1	0.0112123
KRTAP10-1	0.011212
ZNHIT6	0.0112099
SPRYD4	0.0112085
SLC52A2	0.0112085
LDLRAP1	0.0112065
SLC37A3	0.0112057
CCDC172	0.0112042
ALG11	0.0112014
TXN2	0.0111974
HCLS1	0.0111958
C17orf78	0.0111939
DEFB118	0.011192
MZF1	0.0111905
ECEL1	0.0111902
ELP2	0.0111896
SEC14L2	0.0111892
CCKBR	0.0111886
PCDP1	0.0111881
GPAA1	0.0111878
CEACAM6	0.0111809
CCDC136	0.0111801
ATP9B	0.0111793
SLC16A4	0.0111741
CYB5R3	0.011166
NEDD4	0.0111633
POLR2G	0.0111625
FRMPD1	0.0111623
IGFBP1	0.011159
TNFAIP2	0.0111583
ALDH8A1	0.0111563
ATRAID	0.0111562
ARMC3	0.0111506
CCDC40	0.0111474
GRPEL2	0.0111458
LHFPL2	0.0111454
MCCC1	0.0111447
DFFA	0.0111406
SUN2	0.0111334
AKAP13	0.0111309
MAGEA6	0.0111306
HLA-DOB	0.0111277
TMEM140	0.0111265
H6PD	0.0111239
PODN	0.0111228
FHL2	0.0111136
ORM2	0.0111091
UNC45B	0.0111056
URGCP-MRPS24	0.0111048
SBK2	0.0111033
EMILIN3	0.0111002
PLOD3	0.0110992
EPS8L3	0.0110968
ACTRT3	0.0110935
KRI1	0.0110908
PDLIM1	0.0110891
ALDH6A1	0.0110882
ARHGAP22	0.0110842
CABYR	0.0110829
FKTN	0.0110821
SPATA16	0.0110821
JAM3	0.0110805
IGLL1	0.0110775
LUC7L2	0.0110728
YIPF7	0.011072
FAM92A1	0.0110685
ZFYVE16	0.0110669
KIF18B	0.011062
MCM4	0.011059
CERS5	0.0110586
CTD-3074O7.11	0.011057
PMPCB	0.0110531
ADCK3	0.0110513
CDS2	0.0110503
SGCD	0.0110502
KCNA7	0.0110495
CLMP	0.0110495
CMTM1	0.0110437
EID2B	0.0110395
RPS21	0.0110369
RGCC	0.0110321
FAM83D	0.0110321
GYPA	0.0110309
DUS2	0.0110262
TMEM245	0.011022
RETNLB	0.0110202
H3F3C	0.0110183
HCN3	0.0110182
APOBEC2	0.0110118
SELK	0.0110118
PALB2	0.0110042
ARAP2	0.0110005
SYTL4	0.0109972
STRADA	0.0109961
STAC2	0.0109953
TRPC3	0.010992
APCS	0.0109877
DIRC1	0.0109844
ZNF613	0.0109818
ITPRIPL2	0.0109803
IGDCC3	0.01098
CA6	0.0109778
RASL12	0.0109767
AVPR2	0.0109752
NTF4	0.0109746
IQCK	0.0109683
STX18	0.0109649
CHRNA3	0.0109639
ANKLE2	0.0109637
CRIP3	0.0109547
CAST	0.0109525
EPS8L2	0.0109495
SLC16A7	0.0109487
SLCO5A1	0.0109482
C1QB	0.0109477
INVS	0.0109405
NUPL1	0.0109387
DNMBP	0.0109381
C2orf47	0.0109378
CTPS1	0.0109351
LIAS	0.0109334
CNTN2	0.0109304
SPEF2	0.0109253
BCKDHA	0.0109213
FRAS1	0.0109207
PDCD4	0.0109186
KANK4	0.0109135
NDUFAF1	0.0109051
PRSS48	0.0109036
ZNF267	0.0109031
LACC1	0.010903
WISP3	0.0109027
SCARA5	0.0109027
TRAT1	0.0109016
GOLIM4	0.0109013
OR9A2	0.0109012
HYAL1	0.0109003
PCDHGB1	0.0108975
DYNLT1	0.0108957
FOXK2	0.0108943
TAF1B	0.0108919
CHID1	0.0108885
PRKCSH	0.0108836
CALR3	0.0108824
CDK5RAP2	0.01088
SCLY	0.0108798
SLC35G2	0.0108789
RUNDC3B	0.010878
CDK7	0.0108708
IST1	0.0108707
REST	0.0108701
GNGT2	0.0108677
NGB	0.0108594
TIE1	0.0108579
TUBA8	0.010856
OR8B2	0.0108513
PLTP	0.0108474
RNF144B	0.0108471
MARVELD3	0.0108444
ITGA7	0.0108412
NUBPL	0.0108394
UBE2V1	0.0108382
BBS1	0.0108356
NIPAL4	0.0108221
ABCG4	0.0108187
AGFG2	0.0108177
FITM2	0.0108164
MYL2	0.0108164
ABHD10	0.0108143
ORMDL2	0.0108133
ERMN	0.0108127
GGA2	0.0108116
ACP2	0.0108116
ENTPD6	0.0108115
REP15	0.0108104
OR14C36	0.0108045
SLC5A12	0.0108023
TMC5	0.0108017
HPGD	0.0107998
UBOX5	0.0107977
MRPS22	0.0107958
TBC1D2	0.0107935
TMEM17	0.0107927
POF1B	0.0107919
ALDH3A2	0.0107898
RAG1	0.0107878
GEMIN6	0.0107802
TTC18	0.01078
RPS27L	0.0107768
THAP10	0.010775
ZNF213	0.0107738
SNRNP27	0.0107732
CHAC2	0.0107571
ZNF451	0.0107548
TIMELESS	0.0107532
C10orf82	0.0107519
DMRTC2	0.0107502
TMEM107	0.0107459
MARCH2	0.0107412
AQP8	0.0107387
GRB14	0.010737
NUDCD1	0.0107357
ENTPD7	0.0107352
CD5	0.0107334
TMC6	0.0107322
CCDC140	0.0107298
ORC4	0.0107285
ARHGDIB	0.0107241
RNASE8	0.0107177
AKR7A2	0.0107107
KCNK16	0.010708
TPD52L1	0.0107074
IL31	0.0107046
ANAPC5	0.0107013
OR2B3	0.0106992
AGRP	0.0106956
SFXN4	0.0106932
CCDC103	0.0106929
TMEM132A	0.0106915
TELO2	0.0106904
CHRNA2	0.0106867
DES	0.0106864
COPG2	0.0106855
PRAMEF11	0.0106855
NUDT5	0.0106777
ETFDH	0.0106745
TTLL1	0.0106735
UAP1L1	0.0106699
YAE1D1	0.0106681
RND2	0.0106681
TGS1	0.0106664
BRDT	0.0106652
C16orf62	0.0106635
SECISBP2	0.0106634
GH1	0.0106616
SAMD10	0.0106608
ITIH4	0.0106605
CLEC1B	0.0106598
FLVCR2	0.0106583
MAPKAPK3	0.0106564
CHEK1	0.0106515
ATR	0.0106467
GINM1	0.0106454
HSD11B1	0.0106403
CD93	0.0106395
TMPO	0.0106382
LAMA1	0.0106348
MYSM1	0.0106293
OR2T7	0.0106228
FBXL4	0.0106211
RTP2	0.010614
HPS5	0.0106117
ARL6IP4	0.0106115
POP7	0.0106106
MRPS18A	0.0106104
PPIP5K2	0.010609
TAS2R43	0.0106084
SUOX	0.0106072
PROKR2	0.0106054
GC	0.0106053
SCN9A	0.0106052
CHST8	0.0106014
OR2G6	0.0105997
KERA	0.0105953
MYL6B	0.0105945
C15orf41	0.0105931
RPL10L	0.0105853
CYP11A1	0.0105836
CLEC2B	0.0105805
OR7D2	0.010579
PDE6G	0.0105786
KRT14	0.0105771
SGSM2	0.0105639
ZNF678	0.0105627
CACFD1	0.0105508
FLAD1	0.0105482
SHARPIN	0.0105463
SORBS3	0.0105436
FAM83G	0.0105425
METTL10	0.0105391
PRKRIP1	0.010538
GPALPP1	0.010526
CTBS	0.0105224
CFI	0.0105101
MED18	0.0105082
IFT74	0.0105074
NLN	0.0105052
TMPRSS3	0.0105052
SGCG	0.010505
RGS9	0.0104994
TP53RK	0.010498
RAB41	0.0104943
B4GALT4	0.0104933
PIGK	0.0104915
CCDC82	0.0104906
LEPREL4	0.0104814
OR6N1	0.0104774
PRMT10	0.0104758
STAB1	0.0104693
CMTM5	0.010467
PGBD4	0.0104654
B4GALT7	0.0104649
CLDN6	0.0104642
PHOSPHO2	0.0104613
LEPREL1	0.01046
SH2D3C	0.0104597
NEU4	0.0104594
CTC-435M10.3	0.0104493
HSD3B1	0.0104425
COIL	0.0104362
RAB32	0.0104361
CLDN4	0.0104354
FUCA1	0.0104353
TAX1BP1	0.0104352
RBP3	0.0104349
ATAD3C	0.0104339
AICDA	0.0104306
KCNA5	0.0104248
ST7L	0.0104199
