gene	pDN	DN_pctl	pGOF	GOF_pctl	pLOF	LOF_pctl
OR4D9	0.8997	0.014387	0.904107	0.004616	0.123788	0.993518
OR4E1	0.864573	0.035011	0.85788	0.028038	0.144045	0.983157
OR4E2	0.910072	0.00933	0.894615	0.006384	0.104897	0.997594
OR4F15	0.896501	0.015762	0.878314	0.0137	0.130453	0.99126
OR4F17	0.885332	0.021066	0.869119	0.019396	0.150924	0.978885
OR4F21	0.880044	0.024405	0.863966	0.02303	0.147265	0.981341
OR4F29	0.886423	0.020476	0.87614	0.015124	0.13836	0.986595
OR4F4	0.892637	0.017776	0.887795	0.008593	0.13567	0.988215
OR4F5	0.903725	0.012374	0.900602	0.005058	0.111559	0.996563
OR4F6	0.863948	0.035355	0.830998	0.053327	0.174166	0.956396
OR4K1	0.845208	0.051706	0.857103	0.028529	0.171301	0.958998
OR4K13	0.872787	0.028628	0.867994	0.020231	0.159858	0.971814
OR4K14	0.899292	0.014633	0.890409	0.007562	0.11902	0.994697
OR4K15	0.90322	0.012669	0.90693	0.004076	0.117172	0.99509
OR4K17	0.901597	0.013602	0.875087	0.015762	0.139402	0.985956
OR4K2	0.864586	0.034962	0.849853	0.034176	0.162951	0.968475
OR4K3	0.887291	0.020133	0.866833	0.021262	0.151976	0.977952
OR4K5	0.893103	0.017579	0.886765	0.009232	0.130686	0.991112
OR4L1	0.88921	0.019347	0.86077	0.026074	0.136251	0.98797
OR4M1	0.88748	0.019936	0.872169	0.017383	0.12269	0.993567
OR4M2	0.860864	0.037663	0.871514	0.017972	0.148973	0.980162
OR4M2B	0.872581	0.028726	0.878044	0.013749	0.130579	0.99121
OR4N2	0.891697	0.01807	0.883364	0.010901	0.135425	0.988362
OR4N4	0.888128	0.01974	0.880646	0.012472	0.132726	0.989541
OR4N4C	0.892047	0.017923	0.887504	0.008691	0.12475	0.993175
OR4N5	0.91425	0.007808	0.883941	0.010656	0.101922	0.997987
OR4P4	0.898547	0.015026	0.862886	0.02411	0.12198	0.993764
OR4Q2	0.867606	0.032507	0.866308	0.021458	0.148768	0.980309
OR4Q3	0.862435	0.036484	0.860952	0.025829	0.161971	0.969359
OR4S1	0.890205	0.018709	0.841803	0.041787	0.143127	0.983747
OR4S2	0.863467	0.035748	0.863958	0.023079	0.172266	0.958114
OR4X1	0.859156	0.039332	0.850567	0.03344	0.171099	0.959342
OR4X2	0.899688	0.014437	0.843872	0.039381	0.131553	0.990523
OR51A2	0.812814	0.084557	0.820247	0.06467	0.187815	0.937687
OR51A4	0.82445	0.070759	0.847126	0.036533	0.174866	0.955168
OR51A7	0.812086	0.085686	0.820907	0.063589	0.192337	0.930665
OR51B2	0.837322	0.058335	0.84625	0.037368	0.14852	0.980604
OR51B4	0.825871	0.06904	0.840577	0.043359	0.160479	0.971127
OR51B5	0.804058	0.095556	0.831881	0.052394	0.176025	0.953695
OR51B6	0.79133	0.114068	0.791396	0.102185	0.228005	0.863491
OR51C1P	0.796986	0.105279	0.830435	0.054211	0.178931	0.950012
OR51D1	0.83207	0.062755	0.839131	0.044783	0.17019	0.96057
OR51E1	0.791948	0.112792	0.849975	0.03398	0.194152	0.928063
OR51E2	0.783171	0.127916	0.848571	0.035207	0.210368	0.898797
OR51F1	0.830387	0.064375	0.81426	0.072477	0.163741	0.967739
OR51F2	0.808292	0.090155	0.848193	0.035551	0.190687	0.933415
OR51G1	0.838672	0.05696	0.855545	0.029708	0.166001	0.96494
OR51G2	0.845358	0.051461	0.861611	0.025092	0.154481	0.975595
OR51H1	0.729636	0.259907	0.782037	0.114166	0.242695	0.831525
OR51I1	0.812493	0.085293	0.814906	0.071593	0.19554	0.925657
OR51I2	0.831222	0.06354	0.841581	0.042131	0.174011	0.956592
OR51J1	0.69633	0.355807	0.718259	0.241444	0.309186	0.63231
OR51L1	0.816059	0.079597	0.86023	0.026762	0.174268	0.95615
OR51M1	0.833333	0.061429	0.827048	0.057353	0.164903	0.966167
OR51Q1	0.823676	0.071839	0.83092	0.053572	0.193884	0.928357
OR51S1	0.807274	0.09148	0.851195	0.0329	0.188431	0.936754
OR51T1	0.794236	0.109452	0.822956	0.061282	0.209535	0.900074
OR51V1	0.844106	0.052688	0.830621	0.054014	0.167427	0.963467
OR52A1	0.83195	0.062902	0.839532	0.044488	0.152935	0.977019
OR52A4P	0.724205	0.275571	0.721614	0.233685	0.22798	0.86354
OR52A5	0.791756	0.112988	0.803036	0.086374	0.210361	0.898846
OR52B2	0.812682	0.084802	0.833394	0.050675	0.20165	0.914608
OR52B4	0.801799	0.098453	0.813603	0.073361	0.20416	0.909796
OR52B6	0.826714	0.06796	0.835285	0.048171	0.162727	0.968819
OR52D1	0.82304	0.072428	0.852619	0.03177	0.193297	0.929143
OR52E1	0.844759	0.052148	0.834506	0.049349	0.175588	0.954432
OR52E2	0.842925	0.053376	0.862528	0.02465	0.160609	0.970931
OR52E4	0.828543	0.066045	0.821739	0.062509	0.191437	0.93204
OR52E5	0.823262	0.072134	0.854501	0.030543	0.193744	0.928554
OR52E6	0.83579	0.05971	0.832494	0.051608	0.176493	0.953253
OR52E8	0.830964	0.063737	0.836462	0.04714	0.200147	0.9178
OR52H1	0.839456	0.05642	0.839833	0.044243	0.169722	0.961208
OR52I1	0.829092	0.065701	0.870318	0.018807	0.15069	0.97918
OR52I2	0.777556	0.138866	0.807352	0.080727	0.24405	0.828431
OR52J3	0.797216	0.104935	0.819477	0.06575	0.207921	0.902971
OR52K1	0.802764	0.097373	0.843435	0.039774	0.192118	0.931304
OR52K2	0.80604	0.093346	0.834592	0.049153	0.194092	0.928112
OR52L1	0.826553	0.068303	0.831324	0.052983	0.19054	0.933759
OR52L2P	0.754414	0.189099	0.777684	0.121287	0.244028	0.828578
OR52M1	0.79003	0.116622	0.846233	0.037417	0.208481	0.902087
OR52N1	0.833954	0.061183	0.843533	0.039676	0.176644	0.953106
OR52N2	0.865998	0.033587	0.840392	0.043457	0.144293	0.983059
OR52N4	0.803922	0.095802	0.808985	0.078468	0.230218	0.858876
OR52N5	0.815722	0.080088	0.825008	0.058974	0.202535	0.912988
OR52P1	0.819226	0.075964	0.865404	0.022342	0.196417	0.923938
OR52R1	0.813554	0.083477	0.811266	0.07616	0.217638	0.884999
OR52W1	0.833508	0.061331	0.846381	0.037221	0.162869	0.968623
OR52Z1P	0.726867	0.267665	0.739086	0.194206	0.264715	0.772993
OR56A1	0.785182	0.124036	0.789537	0.104395	0.216672	0.886717
OR56A3	0.774598	0.144022	0.811787	0.075276	0.221832	0.876209
OR56A4	0.80859	0.089958	0.833948	0.050037	0.180128	0.948686
OR56A5	0.78456	0.125117	0.809114	0.078272	0.222021	0.875816
OR56B1	0.780312	0.132826	0.81087	0.076602	0.233183	0.853425
OR56B2P	0.817261	0.078272	0.838076	0.04601	0.194064	0.92821
OR56B4	0.804169	0.09536	0.838112	0.045961	0.195865	0.925411
OR5A1	0.820215	0.075178	0.795288	0.096636	0.18449	0.942941
OR5A2	0.85784	0.040412	0.830072	0.054603	0.153846	0.976234
OR5AC1	0.862733	0.03619	0.831896	0.052345	0.15896	0.9726
OR5AC2	0.870955	0.029904	0.848004	0.035699	0.140382	0.985465
OR5AK2	0.85808	0.040216	0.817761	0.067665	0.152535	0.977412
OR5AK3P	0.860285	0.03835	0.855208	0.030101	0.143201	0.983599
OR5AL1	0.854962	0.042671	0.849811	0.034225	0.144694	0.982765
OR5AN1	0.827975	0.066781	0.759874	0.153793	0.184576	0.942892
OR5AP2	0.858648	0.039921	0.806346	0.081905	0.152129	0.977756
OR5AR1	0.817643	0.077928	0.788349	0.105426	0.186618	0.939602
OR5AS1	0.857287	0.040756	0.824063	0.06025	0.152237	0.977658
OR5AU1	0.838109	0.057599	0.803133	0.086177	0.221159	0.87783
OR5B12	0.876623	0.026614	0.856738	0.028824	0.123792	0.993469
OR5B17	0.826568	0.068205	0.832631	0.051363	0.187229	0.938718
OR5B2	0.886325	0.020525	0.852115	0.032261	0.133218	0.989197
OR5B21	0.800987	0.099288	0.840959	0.042819	0.193084	0.929536
OR5B3	0.836708	0.058876	0.860934	0.025878	0.156877	0.974024
OR5BS1P	0.889836	0.019003	0.857372	0.028431	0.115473	0.995581
OR5C1	0.833216	0.061773	0.834311	0.049644	0.175623	0.954383
OR5D13	0.850426	0.046649	0.871491	0.01807	0.153924	0.976136
OR5D14	0.852352	0.045077	0.859287	0.027351	0.164819	0.966315
OR5D16	0.854707	0.042966	0.878746	0.013405	0.149201	0.979966
OR5D18	0.866822	0.033145	0.873457	0.016744	0.166451	0.964449
OR5D3P	0.856228	0.041345	0.865504	0.022244	0.154552	0.975497
OR5F1	0.826	0.068844	0.814221	0.072625	0.173245	0.957378
OR5G3	0.848098	0.048613	0.792204	0.100663	0.158577	0.972895
OR5H1	0.857421	0.040707	0.88081	0.012423	0.160443	0.971225
OR5H14	0.84831	0.048318	0.866171	0.021655	0.165488	0.965627
OR5H15	0.851715	0.045519	0.883811	0.010803	0.156038	0.974662
OR5H2	0.858876	0.039627	0.871686	0.017923	0.155922	0.97481
OR5H6	0.823557	0.071937	0.861531	0.025141	0.166391	0.964596
OR5H8	0.841463	0.054554	0.890296	0.007709	0.169566	0.961404
OR5I1	0.843076	0.053327	0.758586	0.156003	0.190522	0.933808
OR5J2	0.84861	0.047925	0.836446	0.047238	0.146345	0.981832
OR5K1	0.843557	0.053032	0.830987	0.053474	0.176103	0.953646
OR5K2	0.861522	0.037172	0.86611	0.021753	0.152462	0.97751
OR5K3	0.84891	0.047729	0.821504	0.062951	0.156072	0.974564
OR5K4	0.838721	0.056911	0.851827	0.032458	0.164024	0.967542
OR5L1	0.854321	0.043359	0.877092	0.014584	0.161482	0.969899
OR5L2	0.848084	0.048662	0.844964	0.038448	0.1834	0.944464
OR5M1	0.866863	0.033096	0.842625	0.040756	0.140201	0.985613
OR5M10	0.869706	0.030935	0.848384	0.035355	0.133092	0.989344
OR5M11	0.859927	0.038694	0.812468	0.074491	0.152733	0.977216
OR5M3	0.839475	0.056322	0.807157	0.080874	0.168542	0.962141
OR5M8	0.871277	0.029757	0.823791	0.060594	0.125259	0.993027
OR5M9	0.869372	0.031083	0.849257	0.034618	0.129209	0.991603
OR5P2	0.865607	0.034029	0.856096	0.029168	0.142212	0.984483
OR5P3	0.879245	0.025092	0.848839	0.034962	0.141136	0.984876
OR5T1	0.788289	0.119764	0.807572	0.080334	0.178941	0.949963
OR5T2	0.784401	0.125509	0.802983	0.086521	0.215114	0.890155
OR5T3	0.771388	0.150356	0.782164	0.114019	0.197733	0.921876
OR5V1	0.863425	0.035797	0.802965	0.086668	0.154157	0.975939
OR5W2	0.873414	0.028235	0.807155	0.080923	0.137549	0.987233
OR6A2	0.858159	0.040167	0.861464	0.025239	0.148885	0.980211
OR6B1	0.847412	0.049595	0.804423	0.084508	0.1611	0.970439
OR6B2	0.880701	0.024061	0.877896	0.013847	0.118969	0.994746
OR6B3	0.852897	0.044488	0.866194	0.021557	0.150477	0.979376
OR6C1	0.757673	0.180162	0.790553	0.103167	0.24739	0.819494
OR6C2	0.837385	0.058188	0.843541	0.039627	0.155634	0.974859
OR6C3	0.815577	0.080383	0.82733	0.056862	0.162635	0.968868
OR6C4	0.738713	0.233882	0.808066	0.079941	0.239339	0.839185
OR6C6	0.816979	0.078566	0.829248	0.05534	0.162901	0.968574
OR6C65	0.769033	0.155365	0.796497	0.095163	0.208604	0.902038
OR6C68	0.789512	0.117113	0.827947	0.056322	0.196045	0.924773
OR6C70	0.772232	0.148539	0.778758	0.119224	0.233386	0.852885
OR6C74	0.821293	0.074147	0.837526	0.046354	0.167835	0.962976
OR6C75	0.820118	0.075374	0.802352	0.08765	0.179675	0.949128
OR6C76	0.800586	0.099975	0.801913	0.088191	0.191054	0.93258
OR6F1	0.773771	0.145495	0.727768	0.21807	0.199964	0.918193
OR6J1	0.770621	0.152075	0.81764	0.067911	0.188442	0.936705
OR6K2	0.879227	0.025141	0.882972	0.011048	0.135942	0.988117
OR6K3	0.884589	0.021655	0.892367	0.007071	0.127373	0.99234
OR6K6	0.910023	0.009379	0.895142	0.006138	0.10435	0.997692
OR6M1	0.729003	0.261478	0.734766	0.203044	0.245816	0.82411
OR6N1	0.884903	0.02136	0.850531	0.033489	0.131365	0.99067
OR6N2	0.904784	0.011687	0.867515	0.020575	0.102156	0.997938
OR6P1	0.848203	0.048416	0.854982	0.03015	0.149558	0.97972
OR6Q1	0.855108	0.042475	0.833578	0.050381	0.133899	0.989001
OR6S1	0.787693	0.120304	0.819806	0.065259	0.187945	0.93754
OR6T1	0.797312	0.10464	0.772422	0.130813	0.174413	0.955807
OR6V1	0.757224	0.181635	0.790751	0.102823	0.225539	0.868696
OR6X1	0.784438	0.125362	0.783824	0.111809	0.186019	0.940732
OR6Y1	0.871033	0.029806	0.832185	0.05205	0.136452	0.987822
OR7A10	0.859012	0.039381	0.851108	0.032998	0.142226	0.984434
OR7A17	0.830861	0.063933	0.847279	0.036386	0.167441	0.963418
OR7A2P	0.641172	0.533268	0.686478	0.317064	0.28145	0.719568
OR7A5	0.8651	0.034373	0.844744	0.038743	0.140596	0.985171
OR7C1	0.875552	0.027154	0.840319	0.043604	0.131806	0.990277
OR7C2	0.85103	0.045961	0.841981	0.041542	0.148559	0.980506
OR7D2	0.825123	0.070071	0.821569	0.062853	0.161465	0.969948
OR7D4	0.866256	0.033342	0.850507	0.033538	0.13306	0.989394
OR7E24	0.85655	0.041198	0.8539	0.030886	0.151165	0.97864
OR7G1	0.860632	0.037859	0.824536	0.059661	0.149275	0.979917
OR7G2	0.867449	0.032703	0.839533	0.044439	0.163798	0.96769
OR7G3	0.860406	0.038203	0.83734	0.04655	0.147305	0.981242
OR8A1	0.872321	0.028824	0.860794	0.025976	0.137388	0.987282
OR8B12	0.85529	0.042229	0.867851	0.020329	0.163839	0.967641
OR8B2	0.873737	0.027891	0.869069	0.019543	0.145015	0.982519
OR8B3	0.884206	0.022048	0.863059	0.023815	0.131315	0.990719
OR8B4	0.861425	0.03727	0.873916	0.016352	0.124745	0.993224
OR8B8	0.868777	0.031574	0.89361	0.006776	0.133131	0.989246
OR8D1	0.860551	0.037957	0.838772	0.045225	0.158092	0.973091
OR8D2	0.849808	0.046992	0.860547	0.02632	0.147725	0.980849
OR8D4	0.882285	0.023275	0.843083	0.040167	0.138019	0.986791
OR8G1	0.873757	0.027842	0.860337	0.026516	0.139473	0.985907
OR8G2P	0.83882	0.056764	0.870847	0.018561	0.136049	0.988068
OR8G3P	0.862869	0.036091	0.880835	0.012374	0.124515	0.993273
OR8G5	0.886626	0.020329	0.875727	0.015468	0.132829	0.989492
OR8H1	0.860454	0.038154	0.818791	0.066487	0.160352	0.971323
OR8H2	0.869244	0.031132	0.827943	0.056371	0.142377	0.984287
OR8H3	0.86233	0.036582	0.819068	0.066339	0.152901	0.977167
OR8I2	0.842346	0.053867	0.79887	0.092119	0.158622	0.972846
OR8J1	0.856693	0.0411	0.869056	0.019592	0.154439	0.975694
OR8J2	0.861263	0.037319	0.879127	0.013062	0.146977	0.981537
OR8J3	0.857562	0.04056	0.869262	0.019298	0.144608	0.982912
OR8K1	0.850019	0.046845	0.833613	0.050233	0.161343	0.970145
OR8K3	0.84457	0.052394	0.854848	0.030199	0.160538	0.971078
OR8K5	0.827818	0.066929	0.859844	0.027056	0.140808	0.985122
OR8S1	0.89595	0.015959	0.863611	0.023521	0.125079	0.993076
OR8U1	0.847505	0.049448	0.795364	0.096538	0.171001	0.959588
OR8U3	0.868596	0.03177	0.847851	0.035993	0.138128	0.986693
OR8U8	0.712141	0.30906	0.656533	0.392242	0.284675	0.710484
OR8U9	0.715481	0.29973	0.644443	0.419543	0.276371	0.734937
OR9A1P	0.73503	0.244488	0.786289	0.108176	0.194481	0.92767
OR9A2	0.797746	0.104051	0.827956	0.056273	0.188388	0.936852
OR9A4	0.773595	0.145888	0.804702	0.084115	0.187296	0.938522
OR9G1	0.781055	0.131598	0.759099	0.154923	0.201159	0.915885
OR9G4	0.83218	0.062657	0.815429	0.071053	0.186671	0.939455
OR9G9	0.698485	0.349472	0.672902	0.350945	0.276155	0.735576
OR9I1	0.823914	0.071593	0.797022	0.09423	0.190039	0.934446
OR9K2	0.823964	0.071544	0.802867	0.086865	0.198839	0.920157
OR9Q1	0.824206	0.071102	0.813055	0.073852	0.128815	0.9918
OR9Q2	0.827256	0.06737	0.819352	0.065996	0.171095	0.959391
ORAI1	0.707012	0.324478	0.779824	0.117702	0.375381	0.435699
ORAI2	0.790191	0.116278	0.823137	0.061134	0.254927	0.799362
ORAI3	0.755017	0.187724	0.761582	0.150994	0.297091	0.670955
ORC1	0.605736	0.634274	0.282577	0.949521	0.407909	0.358114
ORC2	0.353704	0.937638	0.201284	0.98522	0.64247	0.125117
ORC3	0.664057	0.462411	0.23199	0.974761	0.351361	0.500466
ORC4	0.659681	0.475178	0.335414	0.912644	0.399714	0.37643
ORC5	0.681597	0.40383	0.345546	0.904788	0.319401	0.599853
ORC6	0.535272	0.77422	0.351488	0.898944	0.451585	0.282494
ORM1	0.192256	0.995728	0.636866	0.436975	0.131719	0.990327
ORM2	0.367541	0.929389	0.552198	0.620869	0.196458	0.92384
ORMDL1	0.729257	0.26084	0.774838	0.126835	0.326137	0.577363
ORMDL2	0.706238	0.326737	0.736353	0.199362	0.341071	0.529438
ORMDL3	0.597667	0.652983	0.719005	0.239872	0.486853	0.241542
OS9	0.685737	0.389639	0.452127	0.78576	0.308919	0.633194
OSBP	0.335848	0.949178	0.498406	0.717849	0.719361	0.075129
OSBP2	0.599153	0.649693	0.615746	0.487405	0.425045	0.324085
OSBPL10	0.701236	0.340535	0.659691	0.385171	0.363505	0.468402
OSBPL11	0.422431	0.888682	0.477785	0.751142	0.62997	0.133857
OSBPL1A	0.587507	0.675374	0.590724	0.543236	0.341129	0.529241
OSBPL2	0.58716	0.676111	0.600767	0.521188	0.331698	0.559146
OSBPL3	0.608067	0.627744	0.556916	0.611687	0.411367	0.350454
OSBPL5	0.677553	0.417137	0.658026	0.38905	0.342291	0.525755
OSBPL6	0.40561	0.901007	0.474753	0.755266	0.67659	0.10189
OSBPL7	0.598994	0.649988	0.609655	0.501498	0.407698	0.358605
OSBPL8	0.569643	0.713283	0.587718	0.550258	0.421533	0.330223
OSBPL9	0.373883	0.924773	0.483751	0.741616	0.665995	0.1096
OSCAR	0.799358	0.101743	0.723661	0.227989	0.238624	0.841493
OSCP1	0.639503	0.538424	0.612496	0.495261	0.266001	0.768672
OSER1	0.565553	0.722367	0.501881	0.712006	0.491664	0.236533
OSGEP	0.73116	0.255291	0.692729	0.301154	0.333997	0.551093
OSGEPL1	0.761335	0.17206	0.569722	0.587577	0.314555	0.614437
OSGIN1	0.516744	0.79946	0.529421	0.665505	0.390971	0.396759
OSGIN2	0.497157	0.821655	0.494652	0.723349	0.438094	0.302332
OSM	0.542985	0.762288	0.482976	0.74299	0.42943	0.31559
OSMR	0.718893	0.290597	0.767602	0.139406	0.268069	0.762779
OSR1	0.479032	0.839823	0.297587	0.940584	0.831254	0.018218
OSR2	0.776721	0.140044	0.54758	0.630052	0.549591	0.187871
OST4	0.641878	0.531009	0.688395	0.312448	0.355447	0.489173
OSTC	0.805318	0.094034	0.613829	0.492021	0.229246	0.860643
OSTF1	0.626738	0.57589	0.578174	0.569507	0.36343	0.468647
OSTM1	0.685851	0.389246	0.766762	0.141321	0.255424	0.798036
OSTN	0.812168	0.085588	0.676788	0.341468	0.272612	0.748048
OTC	0.600446	0.646845	0.40896	0.840756	0.53511	0.199656
OTOA	0.624627	0.581979	0.663462	0.374712	0.270866	0.75345
OTOF	0.553802	0.743334	0.628674	0.456519	0.506572	0.222932
OTOG	0.653288	0.4959	0.628544	0.457157	0.267314	0.765185
OTOGL	0.568244	0.716032	0.616208	0.486226	0.342269	0.525902
OTOL1	0.751743	0.195237	0.52575	0.671986	0.490725	0.237417
OTOP1	0.641726	0.5315	0.766027	0.142598	0.411453	0.350258
OTOP2	0.656164	0.487208	0.768465	0.137638	0.361306	0.474687
OTOP3	0.655232	0.490842	0.773146	0.129438	0.360047	0.477584
OTOR	0.551995	0.746968	0.656534	0.392192	0.282201	0.717604
OTOS	0.632561	0.558851	0.680991	0.331353	0.301761	0.656322
OTP	0.535431	0.773975	0.276173	0.952959	0.797051	0.03344
OTUB1	0.343079	0.944611	0.45258	0.785023	0.470504	0.260201
OTUB2	0.584682	0.681905	0.518031	0.685834	0.2574	0.792585
OTUD1	0.342539	0.945151	0.626021	0.462509	0.644633	0.123349
OTUD3	0.644034	0.523791	0.637	0.436681	0.317446	0.605303
OTUD4	0.190732	0.996023	0.322321	0.923005	0.76229	0.051755
OTUD5	0.17906	0.996808	0.413644	0.835158	0.854639	0.010066
OTUD6A	0.660168	0.474049	0.55634	0.612423	0.261456	0.782224
OTUD6B	0.710947	0.312497	0.531064	0.662804	0.240163	0.836926
OTUD7A	0.341531	0.946084	0.487981	0.734839	0.75694	0.053965
OTUD7B	0.614385	0.609919	0.67341	0.349423	0.393845	0.39013
OTULIN	0.39533	0.908323	0.467513	0.766167	0.310249	0.628726
OTULINL	0.494913	0.823864	0.545893	0.633096	0.303892	0.649791
OTX1	0.568102	0.716327	0.247195	0.968819	0.875791	0.004321
OTX2	0.56805	0.716425	0.27541	0.953253	0.848313	0.012521
OVCA2	0.543704	0.761061	0.442201	0.799362	0.351655	0.499484
OVCH1	0.658926	0.477289	0.637638	0.435404	0.40841	0.357181
OVCH2	0.589811	0.670955	0.57122	0.584483	0.402665	0.370538
OVGP1	0.756709	0.18355	0.781667	0.114756	0.238341	0.842278
OVOL1	0.541428	0.764596	0.565929	0.595384	0.678068	0.100712
OVOL2	0.561753	0.72934	0.519725	0.682347	0.643622	0.124233
OVOL3	0.730492	0.257452	0.72743	0.218954	0.413286	0.346182
OVOS1	0.637277	0.544807	0.568736	0.589737	0.42818	0.318046
OVOS2	0.57924	0.693445	0.461154	0.774171	0.358255	0.482789
OXA1L	0.762064	0.170636	0.690886	0.306064	0.248531	0.81645
OXCT1	0.674406	0.42794	0.578059	0.569654	0.372472	0.443359
OXCT2	0.644409	0.522416	0.643719	0.421311	0.390964	0.396808
OXER1	0.682928	0.399116	0.843146	0.039921	0.383469	0.413798
OXGR1	0.756623	0.183796	0.765849	0.143089	0.274312	0.741861
OXLD1	0.54836	0.752959	0.557953	0.609673	0.340654	0.530714
OXNAD1	0.610282	0.621851	0.570197	0.586644	0.370875	0.448024
OXR1	0.435359	0.878026	0.43239	0.812276	0.608701	0.147901
OXSM	0.716275	0.29752	0.545832	0.633292	0.372634	0.442573
OXSR1	0.527201	0.785318	0.5703	0.586546	0.542612	0.194157
OXT	0.432842	0.879941	0.465171	0.768917	0.467131	0.263344
OXTR	0.80713	0.091726	0.840916	0.042917	0.21874	0.882887
P2RX1	0.643356	0.526197	0.665554	0.369899	0.256397	0.79563
P2RX2	0.604799	0.636779	0.697715	0.289615	0.309715	0.630395
P2RX3	0.709067	0.317849	0.663547	0.374515	0.201757	0.914363
P2RX4	0.67099	0.438988	0.629205	0.455291	0.244842	0.826565
P2RX5	0.578437	0.695802	0.666065	0.369065	0.285137	0.709305
P2RX6	0.690608	0.373926	0.750109	0.171618	0.211475	0.896882
P2RX7	0.637217	0.544955	0.717602	0.242966	0.240645	0.835846
P2RY1	0.661543	0.470022	0.730644	0.211441	0.360936	0.475571
P2RY10	0.74468	0.214289	0.772148	0.131353	0.263885	0.775546
P2RY11	0.664919	0.459514	0.781218	0.115394	0.271049	0.75286
P2RY12	0.779112	0.135723	0.79616	0.09536	0.218945	0.882544
P2RY13	0.789003	0.118144	0.79906	0.091726	0.225654	0.868451
P2RY14	0.76993	0.153548	0.815565	0.070857	0.202449	0.913283
P2RY2	0.783272	0.127572	0.834069	0.04984	0.252949	0.805009
P2RY4	0.778332	0.137196	0.843124	0.039971	0.241301	0.834766
P2RY6	0.703788	0.333415	0.799318	0.091186	0.294759	0.680137
P2RY8	0.739986	0.229217	0.835057	0.048466	0.236435	0.846403
P3H1	0.498838	0.819543	0.566476	0.594255	0.293981	0.682347
P3H2	0.499861	0.818463	0.551303	0.62303	0.353348	0.49477
P3H3	0.546598	0.756199	0.573779	0.578934	0.315723	0.610606
P3H4	0.541335	0.764743	0.640005	0.429315	0.287879	0.700565
P3R3URF	0.733122	0.250037	0.612392	0.495703	0.347394	0.511859
P4HA1	0.360457	0.933513	0.42805	0.817579	0.543302	0.19342
P4HA2	0.562073	0.728799	0.636237	0.438596	0.270969	0.753106
P4HA3	0.639083	0.539504	0.610479	0.499779	0.261499	0.781979
P4HB	0.481005	0.837761	0.436128	0.807022	0.547912	0.189344
P4HTM	0.568359	0.715689	0.558356	0.608937	0.323416	0.586693
PA2G4	0.311649	0.961306	0.342719	0.90739	0.728924	0.069875
PAAF1	0.651771	0.500074	0.504591	0.707537	0.40423	0.366953
PAAT	0.596456	0.655684	0.343599	0.906752	0.378098	0.428382
PABIR1	0.551147	0.748441	0.410858	0.83835	0.747127	0.060005
PABIR2	0.507562	0.810115	0.399601	0.851608	0.719904	0.074736
PABIR3	0.700122	0.344365	0.601726	0.519322	0.470584	0.259956
PABPC1	0.452191	0.862853	0.270865	0.955856	0.759406	0.052983
PABPC1L	0.771838	0.149374	0.449562	0.789394	0.334084	0.550749
PABPC1L2B	0.70935	0.316867	0.490785	0.730714	0.404725	0.365726
PABPC3	0.731505	0.254063	0.409166	0.840265	0.406327	0.362288
PABPC4	0.551381	0.747999	0.32228	0.923054	0.666066	0.109502
PABPC4L	0.807149	0.091628	0.506952	0.703069	0.272096	0.749423
PABPC5	0.450541	0.864424	0.472348	0.759293	0.602697	0.152075
PABPN1	0.525039	0.788559	0.507186	0.702529	0.568766	0.17427
PABPN1L	0.566232	0.72055	0.516846	0.687454	0.524778	0.207955
PACC1	0.60763	0.628922	0.573189	0.580408	0.295088	0.679057
PACRG	0.622215	0.58851	0.497094	0.719617	0.339053	0.536067
PACRGL	0.689566	0.377952	0.516659	0.687798	0.306425	0.641591
PACS1	0.405728	0.900908	0.361637	0.889173	0.8024	0.030592
PACS2	0.446378	0.868696	0.381828	0.870906	0.759371	0.053032
PACSIN1	0.500797	0.817383	0.531176	0.662657	0.587863	0.161257
PACSIN2	0.639837	0.537442	0.530185	0.664473	0.383916	0.412521
PACSIN3	0.645089	0.520943	0.677531	0.339504	0.332934	0.554775
PADI1	0.469527	0.847876	0.332814	0.914903	0.435449	0.306163
PADI2	0.543146	0.762043	0.414283	0.834471	0.336631	0.543089
PADI3	0.551449	0.747753	0.392033	0.859023	0.330403	0.563172
PADI4	0.470573	0.846992	0.311847	0.931255	0.459704	0.271839
PADI6	0.491171	0.828137	0.314506	0.92875	0.397569	0.381537
PAEP	0.653247	0.496096	0.660342	0.383599	0.200988	0.916229
PAF1	0.560948	0.731156	0.412252	0.837024	0.472241	0.257943
PAFAH1B1	0.277354	0.976577	0.267674	0.957672	0.825808	0.020624
PAFAH1B2	0.420751	0.889713	0.425539	0.820575	0.510933	0.21974
PAFAH1B3	0.71332	0.305721	0.676573	0.341861	0.209393	0.90027
PAFAH2	0.563136	0.726541	0.450639	0.787773	0.308725	0.633783
PAG1	0.632705	0.558262	0.727484	0.218709	0.34528	0.517849
PAGE1	0.481746	0.837024	0.748619	0.174712	0.268485	0.761061
PAGE2	0.846512	0.050479	0.842126	0.041296	0.111584	0.996465
PAGE2B	0.730028	0.25863	0.783544	0.112399	0.176646	0.953057
PAGE3	0.765765	0.162092	0.893894	0.006531	0.158919	0.972649
PAGE4	0.593201	0.662362	0.755637	0.161012	0.306731	0.640462
PAGE5	0.748009	0.205451	0.862876	0.024159	0.17073	0.959784
PAGR1	0.378669	0.921483	0.568951	0.589197	0.545654	0.191309
